"Year","OccurDate","ClaimCost","ClaimCost2007"
1986,1986-02-02,6315240.825,1470.66009671736
1986,1986-02-03,1926912.227,448.729193494482
1986,1986-02-03,4154919.128,967.575732416709
1986,1986-02-04,8110787.543,1888.79758080205
1986,1986-02-04,1941801.566,452.196544517283
1986,1986-02-04,6904769.965,1607.94654486324
1986,1986-02-04,18494079.21,4306.80397998553
1986,1986-02-05,2557192.392,595.505526195608
1986,1986-02-05,2809306.467,654.216527121421
1986,1986-02-05,5085632.135,1184.31528658735
1986,1986-02-05,8028801.993,1869.70521675235
1986,1986-02-06,4208885.445,980.143124726519
1986,1986-02-06,4897568.839,1140.52009448803
1986,1986-02-06,3372097.339,785.276307925135
1986,1986-02-07,1408693.926,328.04923879626
1986,1986-02-09,1347963.609,313.90668171129
1986,1986-02-09,4150808.736,966.618525927871
1986,1986-02-09,2276472.602,530.132976683709
1986,1986-02-09,20232580.27,4711.65697101027
1986,1986-02-10,3884384.269,904.574996114249
1986,1986-02-10,3151773.81,733.968522292392
1986,1986-02-10,7338155.708,1708.87113924975
1986,1986-02-10,4673571.953,1088.35687678063
1986,1986-02-10,6423041.594,1495.76417330873
1986,1986-02-10,15656163.26,3645.92502680598
1986,1986-02-11,6925627.095,1612.80364369336
1986,1986-02-11,1715889.511,399.58733231738
1986,1986-02-11,1275467.25,297.024110595944
1986,1986-02-12,7150790.664,1665.23855240688
1986,1986-02-12,1480846.183,344.851677246102
1986,1986-02-13,7445528.233,1733.87548862883
1986,1986-02-13,92165891.73,21463.1085340571
1986,1986-02-14,8118017.462,1890.48124634552
1986,1986-02-14,1915634.709,446.102944366032
1986,1986-02-14,3903710.52,909.075591887625
1986,1986-02-14,3211520.797,747.882086654364
1986,1986-02-14,7872317.005,1833.26381507597
1986,1986-02-17,1540010.456,358.629542233918
1986,1986-02-19,2120138.316,493.726669697151
1986,1986-02-22,2211957.159,515.108959346707
1986,1986-02-22,1657212.507,385.922939973684
1986,1986-02-22,1280519.528,298.200658546849
1986,1986-02-23,2634781.217,613.57400403211
1986,1986-02-23,8028801.993,1869.70521675235
1986,1986-02-23,1605760.399,373.941043443619
1986,1986-02-23,4496425.747,1047.10399923117
1986,1986-02-23,3570991.072,831.593635279038
1986,1986-02-24,1596085.343,371.687967244786
1986,1986-02-24,1640740.8,382.087095406392
1986,1986-02-24,5620161.395,1308.79365170335
1986,1986-02-24,2061879.509,480.159664873188
1986,1986-02-24,6937506.165,1615.56997909041
1986,1986-02-24,6423041.594,1495.76417330873
1986,1986-02-24,10049389.21,2340.24894965569
1986,1986-02-25,4475302.378,1042.18490006181
1986,1986-02-26,2007199.87,467.426157884528
1986,1986-02-26,20287439.49,4724.43229787851
1986,1986-02-27,4171063.059,971.335246231586
1986,1986-02-28,1657246.415,385.930836290538
1986,1986-02-28,4656611.721,1084.40726707853
1986,1986-02-28,1573441.14,366.414704245498
1986,1986-02-28,4023365.242,936.940154761078
1986,1986-02-28,2798959.532,651.806987271794
1986,1986-02-28,1307324.356,304.442826032041
1986,1986-02-28,4205183.204,979.280966297726
1986,1986-02-28,1789905.447,416.823774539104
1986,1986-03-02,6243534.394,1453.96147988358
1986,1986-03-02,5446240.208,1268.29179963113
1986,1986-03-02,1409946.007,328.340816839851
1986,1986-03-02,1917279.87,446.486060814386
1986,1986-03-04,4014400.996,934.852608259736
1986,1986-03-06,1653365.843,385.027149075595
1986,1986-03-06,1433085.013,333.729306961588
1986,1986-03-06,1767214.779,411.539691014789
1986,1986-03-06,1306882.297,304.339881655142
1986,1986-03-07,7771880.53,1809.87469657193
1986,1986-03-07,1331692.838,310.117630063758
1986,1986-03-07,4828639.089,1124.46809653406
1986,1986-03-07,1307324.356,304.442826032041
1986,1986-03-08,2056347.497,478.871398989367
1986,1986-03-08,15565164.48,3624.73370911843
1986,1986-03-08,17053096.16,3971.23541967158
1986,1986-03-10,3801147.894,885.191346511638
1986,1986-03-11,8028801.993,1869.70521675235
1986,1986-03-11,1605760.399,373.941043443619
1986,1986-03-16,1444427.836,336.37076397526
1986,1986-03-16,9634562.391,2243.64625996309
1986,1986-03-16,2308919.957,537.689146205166
1986,1986-03-16,6267189.554,1459.47016923644
1986,1986-03-16,7225921.794,1682.73469514697
1986,1986-03-18,14451843.59,3365.4693907597
1986,1986-03-18,42658065.22,9933.98606017856
1986,1986-03-19,1301282.469,303.035823137614
1986,1986-03-20,7699620.27,1793.047106951
1986,1986-03-20,3211520.797,747.882086654364
1986,1986-03-20,6894041.252,1605.44809855921
1986,1986-03-20,1284608.57,299.152893159881
1986,1986-03-20,2890368.969,673.093936603501
1986,1986-03-20,1265547.303,294.714005467934
1986,1986-03-20,1826006.065,425.230696750093
1986,1986-03-20,5470677.762,1273.98268878724
1986,1986-03-20,8028801.993,1869.70521675235
1986,1986-03-21,2575898.253,599.861648805935
1986,1986-03-22,1969236.829,458.585524392337
1986,1986-03-22,1877134.165,437.137139999781
1986,1986-03-22,5650149.799,1315.77719363773
1986,1986-03-24,3211520.797,747.882086654364
1986,1986-03-24,151524266.5,35286.1749220651
1986,1986-03-24,169769719.1,39535.0800436474
1986,1986-03-25,6012591.41,1400.1806913757
1986,1986-03-27,3069446.669,714.796610325674
1986,1986-03-27,7547073.622,1757.52284519784
1986,1986-03-27,12977081.99,3022.03465922813
1986,1986-03-28,13103808.39,3051.54603731254
1986,1986-03-28,103740869.2,24158.6284607309
1986,1986-03-28,159839739.7,37222.6386230456
1986,1986-03-29,3103115.964,722.637338813032
1986,1986-04-01,1376354.094,320.51810866601
1986,1986-04-01,14471749.3,3370.10492789994
1986,1986-04-02,1933357.46,450.230125485804
1986,1986-04-02,1701723.066,396.288325050489
1986,1986-04-02,2463438.829,573.672689119411
1986,1986-04-03,8004024.839,1863.93524333284
1986,1986-04-04,7753022.962,1805.48324523267
1986,1986-04-04,2867864.678,667.853255575534
1986,1986-04-04,9563759.175,2227.15797909211
1986,1986-04-04,18330541.95,4268.7202822655
1986,1986-04-05,6676327.556,1554.74807712083
1986,1986-04-05,3560305.787,829.105302259441
1986,1986-04-05,7177690.548,1671.50285603383
1986,1986-04-05,4676714.755,1089.08875599495
1986,1986-04-06,2795542.039,651.01113946089
1986,1986-04-06,9563761.668,2227.15855964885
1986,1986-04-08,3978946.84,926.596230722147
1986,1986-04-08,11894927.92,2770.02830612928
1986,1986-04-08,14047722.85,3271.35987648415
1986,1986-04-09,5578859.727,1299.1755362999
1986,1986-04-10,1738472.166,404.846262341863
1986,1986-04-12,1945876.015,453.145380789162
1986,1986-04-12,15362642.28,3577.57140343717
1986,1986-04-12,18798529.2,4377.70269377115
1986,1986-04-13,4781880.834,1113.57927982443
1986,1986-04-13,1364972.457,317.867612851985
1986,1986-04-13,2986269.857,695.426831441499
1986,1986-04-13,5578860.973,1299.17582646183
1986,1986-04-14,2562592.461,596.76306588695
1986,1986-04-14,5578860.973,1299.17582646183
1986,1986-04-15,2390940.417,556.789639912213
1986,1986-04-15,1308794.79,304.785252974826
1986,1986-04-15,1427372.003,332.398891214672
1986,1986-04-15,2829952.481,659.024462366878
1986,1986-04-15,2024976.524,471.56589165168
1986,1986-04-15,11157721.95,2598.35165385516
1986,1986-04-15,13277077.55,3091.89604876341
1986,1986-04-15,44630886.54,10393.4063219985
1986,1986-04-15,112762827,26259.6145827808
1986,1986-04-16,5690270.123,1325.12020385843
1986,1986-04-18,4134341.717,962.783773077383
1986,1986-04-18,1261966.77,293.880189758605
1986,1986-04-19,5738256.253,1336.29496164558
1986,1986-04-19,1514262.638,352.633525682936
1986,1986-04-21,2047345.867,476.775146698559
1986,1986-04-24,18231582.79,4245.67519311536
1986,1986-04-25,6012768.13,1400.22184500064
1986,1986-04-25,1912752.084,445.431653804234
1986,1986-04-26,3700869.631,861.839071586758
1986,1986-04-26,2826100.427,658.127416273913
1986,1986-04-26,1597186.53,371.944405886605
1986,1986-04-26,1265008.522,294.58853697995
1986,1986-04-26,10338432.3,2407.55978553262
1986,1986-04-27,1365112.078,317.900127056756
1986,1986-04-27,1345461.613,313.324030030806
1986,1986-04-27,1273486.782,296.562909615469
1986,1986-04-27,3785704.59,881.594991030725
1986,1986-04-27,9353983.009,2178.30640792839
1986,1986-04-28,2691352.063,626.747925368632
1986,1986-04-28,1275168.472,296.954532745384
1986,1986-04-29,3105583.822,723.212040615471
1986,1986-04-29,2532353.209,589.721107788546
1986,1986-04-29,2535808.838,590.525836510726
1986,1986-04-30,3126144.32,728.000061344235
1986,1986-04-30,1290794.849,300.593521304488
1986,1986-05-03,2901785.198,675.752488020705
1986,1986-05-03,9563761.668,2227.15855964885
1986,1986-05-04,2136233.586,497.474851594061
1986,1986-05-05,2925005.982,681.160022173338
1986,1986-05-07,3718441.981,865.931228112008
1986,1986-05-10,1713570.939,399.047395454122
1986,1986-05-10,10492004.62,2443.32290039124
1986,1986-05-12,3912334.966,911.084007550616
1986,1986-05-12,15169129.51,3532.50716646973
1986,1986-05-13,6240126.619,1453.16789514945
1986,1986-05-13,3445787.568,802.43690121229
1986,1986-05-13,6375841.112,1484.77237309924
1986,1986-05-13,13311491.73,3099.91024215519
1986,1986-05-14,3984900.695,927.982733187022
1986,1986-05-15,1369375.518,318.892974559567
1986,1986-05-16,4115974.024,958.506401253823
1986,1986-05-17,4781880.834,1113.57927982443
1986,1986-05-20,2025437.773,471.673304894936
1986,1986-05-22,6375841.112,1484.77237309924
1986,1986-05-22,14930737.2,3476.9916180692
1986,1986-05-22,16638276.99,3874.63451123791
1986,1986-05-23,28691283.76,6681.47538925038
1986,1986-05-26,1886858.548,439.40170321116
1986,1986-05-28,3800154.158,884.959930494044
1986,1986-05-28,20911610.56,4869.78597663935
1986,1986-05-29,4733965.762,1102.42106965091
1986,1986-05-29,3291846.249,766.587855805643
1986,1986-05-30,4855852.75,1130.80547089988
1986,1986-06-01,1306264.152,304.195931295896
1986,1986-06-01,5951382.086,1385.92658565775
1986,1986-06-01,9287118.072,2162.73525277526
1986,1986-06-01,3899209.308,908.027373290947
1986,1986-06-01,12751682.22,2969.54474526697
1986,1986-06-02,1865193.545,434.356471162173
1986,1986-06-04,2878985.771,670.443077271999
1986,1986-06-04,4956777.829,1154.30837293582
1986,1986-06-04,11174641.07,2602.29168961074
1986,1986-06-04,20851730.43,4855.8414066352
1986,1986-06-08,7969801.39,1855.96546637404
1986,1986-06-08,3577556.51,833.122559979082
1986,1986-06-08,1569538.999,365.50599415518
1986,1986-06-08,7405894.245,1724.64573378011
1986,1986-06-10,9223428.275,2147.90350753997
1986,1986-06-10,4815987.101,1121.52176805486
1986,1986-06-11,2735239.308,636.968156356634
1986,1986-06-11,63392913.47,14762.6085589516
1986,1986-06-11,83693484.69,19490.0989051052
1986,1986-06-13,2734490.089,636.793682173062
1986,1986-06-13,2709732.223,631.028200441639
1986,1986-06-15,3534864.774,823.180732844598
1986,1986-06-16,8766781.529,2041.56201301145
1986,1986-06-16,1991108.362,463.678852062409
1986,1986-06-16,1593960.278,371.193093274809
1986,1986-06-16,3187920.556,742.386186549618
1986,1986-06-16,18889719.42,4398.93859299989
1986,1986-06-18,3480357.577,810.487383242714
1986,1986-06-18,7009405.623,1632.31354703759
1986,1986-06-18,4299394.157,1001.22031795354
1986,1986-06-20,4478709.172,1042.97825634582
1986,1986-06-20,3434194.005,799.737053185057
1986,1986-06-20,3187920.556,742.386186549618
1986,1986-06-21,2062656.849,480.340687727465
1986,1986-06-22,4238556.626,987.052793435658
1986,1986-06-22,1812208.471,422.017585565769
1986,1986-06-22,4208013.198,979.940000428819
1986,1986-06-22,35645780.77,8301.00210703745
1986,1986-06-23,1434563.752,334.07366792913
1986,1986-06-24,2344567.413,545.990538430962
1986,1986-06-25,1912752.084,445.431653804234
1986,1986-06-26,2353332.396,548.031681611992
1986,1986-06-27,9258759.969,2156.13136677054
1986,1986-06-27,1593960.278,371.193093274809
1986,1986-06-28,3187920.556,742.386186549618
1986,1986-06-28,12344958.86,2874.8291465226
1986,1986-06-30,6296143.472,1466.21280550736
1986,1986-06-30,6487362.458,1510.74287811072
1986,1986-06-30,1464994.984,341.160333321079
1986,1986-07-01,2732381.367,636.302614075042
1986,1986-07-01,1551701.591,361.35211231577
1986,1986-07-01,4621184.21,1076.15709448853
1986,1986-07-01,1584644.321,369.02364216403
1986,1986-07-02,2376966.481,553.535463129607
1986,1986-07-02,2540216.477,591.55226431889
1986,1986-07-02,5685983.804,1324.12202841433
1986,1986-07-02,1718377.105,400.166630135786
1986,1986-07-02,1881154.914,438.073470897853
1986,1986-07-03,2376966.481,553.535463129607
1986,1986-07-04,3660766.259,852.500009058733
1986,1986-07-04,9207631.134,2144.22475235791
1986,1986-07-04,4753932.963,1107.07092649209
1986,1986-07-04,2559810.343,596.115180867148
1986,1986-07-04,10393974.67,2420.49420078291
1986,1986-07-04,20672313.3,4814.05968823834
1986,1986-07-04,25354307.89,5904.37798446254
1986,1986-07-04,28219087.28,6571.51275438183
1986,1986-07-04,35607238.95,8292.02669053323
1986,1986-07-05,1252692.501,291.720446730196
1986,1986-07-07,2340318.144,545.000990996163
1986,1986-07-08,3327753.57,774.949764027048
1986,1986-07-08,7191882.099,1674.80770985407
1986,1986-07-08,11860646.81,2762.04510137981
1986,1986-07-08,19894021.63,4632.81521405369
1986,1986-07-10,1866912.491,434.756770273587
1986,1986-07-10,1590470.429,370.380395578855
1986,1986-07-10,6592255.264,1535.16976356001
1986,1986-07-10,9365659.816,2181.02564138089
1986,1986-07-11,6154575.884,1433.245289552
1986,1986-07-14,4105084.749,955.970564114994
1986,1986-07-15,2852360.025,664.24261346189
1986,1986-07-15,3493728.86,813.601217361624
1986,1986-07-15,1440965.884,335.564562786068
1986,1986-07-17,1915123.812,445.983969357437
1986,1986-07-18,5507429.276,1282.54118823824
1986,1986-07-18,11884832.41,2767.67731681241
1986,1986-07-18,39091082.88,9103.32595734178
1986,1986-07-19,9295708.103,2164.73565405391
1986,1986-07-20,2298389.005,535.236753443589
1986,1986-07-20,7130899.444,1660.6063896217
1986,1986-07-21,7289363.132,1697.508580556
1986,1986-07-23,2278142.01,530.521739646006
1986,1986-07-24,1863789.37,434.029474267117
1986,1986-07-24,1846110.274,429.912459294337
1986,1986-07-24,10085459.89,2348.64890006256
1986,1986-07-25,1505595.898,350.615260815479
1986,1986-07-25,1509046.203,351.418749712517
1986,1986-07-26,5002446.639,1164.94348541889
1986,1986-07-26,3327753.57,774.949764027048
1986,1986-07-26,3143341.951,732.004955277915
1986,1986-07-26,7317100.66,1703.96795031585
1986,1986-07-27,1765997.264,411.256162519634
1986,1986-07-28,2723769.237,634.29706649741
1986,1986-07-29,4146722.644,965.666978295336
1986,1986-07-29,2113424.644,492.163225042156
1986,1986-07-29,1584644.321,369.02364216403
1986,1986-07-30,2395075.626,557.752625653598
1986,1986-07-30,7130899.444,1660.6063896217
1986,1986-07-30,2376966.481,553.535463129607
1986,1986-07-30,1244439.778,289.798595966039
1986,1986-07-30,9857747.186,2295.62036218595
1986,1986-07-31,1519715.627,353.903389105783
1986,1986-08-01,6750744.978,1572.07801529242
1986,1986-08-01,5706660.847,1328.93718953025
1986,1986-08-02,5181561.346,1206.65477713675
1986,1986-08-03,1630359.624,379.669581692621
1986,1986-08-04,1545027.779,359.797950048111
1986,1986-08-04,4632407.616,1078.77074229878
1986,1986-08-05,4262388.421,992.602616619107
1986,1986-08-05,13391191.73,3118.47035933146
1986,1986-08-06,2511750.22,584.923191978992
1986,1986-08-07,1540941.696,358.846404511449
1986,1986-08-08,1327245.861,309.082041428875
1986,1986-08-10,1289023.569,300.181034926169
1986,1986-08-11,7304536.295,1701.04202702043
1986,1986-08-11,2630323.474,612.535908267722
1986,1986-08-11,22564120.28,5254.61375628963
1986,1986-08-13,2071453.368,482.389174846452
1986,1986-08-15,1261371.555,293.741579217262
1986,1986-08-15,4112968.151,957.806409345454
1986,1986-08-15,4112968.151,957.806409345454
1986,1986-08-15,4094065.833,953.404536861349
1986,1986-08-15,1743109.249,405.926121863019
1986,1986-08-16,3558475.371,828.679044600203
1986,1986-08-16,6813970.828,1586.8017189884
1986,1986-08-16,8814233.148,2052.61229668578
1986,1986-08-16,11567902.55,2693.87235648293
1986,1986-08-16,13152546.87,3062.89599841409
1986,1986-08-16,24376731.37,5676.72510165236
1986,1986-08-17,9168703.662,2135.15952724253
1986,1986-08-17,4485037.203,1044.45189495128
1986,1986-08-17,2845714.718,662.695089288838
1986,1986-08-17,1289488.319,300.289263463906
1986,1986-08-17,1270450.914,295.855932629124
1986,1986-08-19,2040560.496,475.195005157223
1986,1986-08-19,5006531.483,1165.89474242374
1986,1986-08-19,3711635.951,864.346275611315
1986,1986-08-19,6938440.831,1615.78763919682
1986,1986-08-19,2826154.314,658.139965195297
1986,1986-08-19,2754918.651,641.55097833947
1986,1986-08-22,6826967.72,1589.82836689866
1986,1986-08-25,2379238.18,554.064484454942
1986,1986-08-25,3347481.284,779.543850394175
1986,1986-08-25,6600613.331,1537.1161462813
1986,1986-08-25,7293679.732,1698.51380768026
1986,1986-08-25,2061365.191,480.039893200091
1986,1986-08-25,7923221.604,1845.11821058727
1986,1986-08-26,4970096.311,1157.40991103532
1986,1986-08-26,1507608.576,351.083962691491
1986,1986-08-26,1311880.601,305.50386042456
1986,1986-08-26,1986262.807,462.550444677414
1986,1986-08-26,25866494.78,6023.65337586217
1986,1986-08-27,1990174.144,463.461296283887
1986,1986-08-27,1492570.501,347.581974810618
1986,1986-08-28,8179052.307,1904.69472031084
1986,1986-08-28,3327753.57,774.949764027048
1986,1986-08-30,7923221.604,1845.11821058727
1986,1986-08-30,19699968,4587.62502445168
1986,1986-08-31,3961610.802,922.559105293637
1986,1986-08-31,2089631.915,486.622499343495
1986,1986-09-01,8715543.765,2029.63003178573
1986,1986-09-01,3169288.642,738.047284328059
1986,1986-09-01,1567524.165,365.036790201219
1986,1986-09-01,2727934.638,635.267083193096
1986,1986-09-03,12705950.49,2958.89498030494
1986,1986-09-03,31692885.18,7380.47255451591
1986,1986-09-04,1942900.999,452.4525746968
1986,1986-09-05,7923221.604,1845.11821058727
1986,1986-09-05,15725323.12,3662.03061156752
1986,1986-09-06,4120074.491,959.461296460817
1986,1986-09-07,1557944.115,362.805838500409
1986,1986-09-11,3399025.173,791.54712040121
1986,1986-09-12,2213381.866,515.440737626028
1986,1986-09-12,3349272.121,779.960891103881
1986,1986-09-12,3850917.232,896.781368407065
1986,1986-09-12,5773578.672,1344.52066096288
1986,1986-09-12,3302520.735,769.073674010869
1986,1986-09-12,6338577.283,1476.09456842324
1986,1986-09-12,14785271.14,3443.11624644097
1986,1986-09-13,1584644.321,369.02364216403
1986,1986-09-14,2892981.667,673.702367984005
1986,1986-09-14,1681078.117,391.480637816635
1986,1986-09-14,23769663.57,5535.35434253139
1986,1986-09-15,1926888.807,448.723739567954
1986,1986-09-15,1299214.61,302.554271000299
1986,1986-09-15,2543050.833,592.212314249621
1986,1986-09-15,2376966.481,553.535463129607
1986,1986-09-15,14466740.07,3368.93840474105
1986,1986-09-16,3644682.186,848.754434660343
1986,1986-09-16,2177016.096,506.972068210654
1986,1986-09-16,21163198.51,4928.37445633995
1986,1986-09-17,4957220.873,1154.41154669434
1986,1986-09-17,2402997.447,559.597417698886
1986,1986-09-18,2474288.88,576.199391979241
1986,1986-09-19,1660707.189,386.73676315328
1986,1986-09-19,4862976.98,1132.46452414443
1986,1986-09-19,6559202.233,1527.4725473945
1986,1986-09-22,3273982.597,762.427862401426
1986,1986-09-22,22185019.25,5166.33070060023
1986,1986-09-23,1584644.321,369.02364216403
1986,1986-09-23,8510644.72,1981.91421893119
1986,1986-09-23,12615321.73,2937.78983093054
1986,1986-09-24,9507865.925,2214.1418527513
1986,1986-09-24,1412481.037,328.931161304661
1986,1986-09-24,2134242.972,497.011287866423
1986,1986-09-24,17074725.79,3976.27241424222
1986,1986-09-25,13343446.4,3107.35167778291
1986,1986-09-25,22149437.98,5158.04472142231
1986,1986-09-26,1267715.705,295.218971530735
1986,1986-09-26,10418300.31,2426.1590279948
1986,1986-09-29,5442969.051,1267.53002977891
1986,1986-09-29,4066366.724,946.954113916326
1986,1986-09-30,4724904.049,1100.3108255468
1986,1986-10-01,1569054.649,365.393201272441
1986,1986-10-01,2377117.314,553.570588326019
1986,1986-10-01,1977009.152,460.395502128998
1986,1986-10-04,1359793.941,316.661667259021
1986,1986-10-04,1681130.682,391.492878877606
1986,1986-10-04,1382858.06,322.03271808973
1986,1986-10-05,1733344.313,403.652114882105
1986,1986-10-05,2388697.846,556.26740176245
1986,1986-10-06,1331383.168,310.045515741475
1986,1986-10-06,1616518.016,376.446220759271
1986,1986-10-07,5681547.195,1323.0888542248
1986,1986-10-07,3922636.622,913.483003064664
1986,1986-10-07,39226364.99,9134.82974421071
1986,1986-10-09,1977009.152,460.395502128998
1986,1986-10-09,1945627.47,453.087500935667
1986,1986-10-09,1303609.281,303.577678888771
1986,1986-10-09,1483996.583,345.585325842741
1986,1986-10-09,1696181.569,394.997850349712
1986,1986-10-10,5659429.202,1317.93813224508
1986,1986-10-10,11002568.89,2562.22042457214
1986,1986-10-11,2981203.342,694.24696805285
1986,1986-10-12,4684904.832,1090.99601808784
1986,1986-10-12,6746935.235,1571.1908223628
1986,1986-10-12,1286791.31,299.661198180777
1986,1986-10-13,4919979.682,1145.73901383682
1986,1986-10-13,2510487.929,584.629236284255
1986,1986-10-13,1882865.333,438.471784286317
1986,1986-10-13,2510487.929,584.629236284255
1986,1986-10-14,6276218.595,1461.57280485689
1986,1986-10-15,2262645.901,526.913087214183
1986,1986-10-15,2646359.457,616.270283719626
1986,1986-10-17,1640313.511,381.987590589477
1986,1986-10-17,4707163.946,1096.17960358445
1986,1986-10-17,2860637.946,666.170332203872
1986,1986-10-17,15690546.49,3653.93201272441
1986,1986-10-19,2159669.12,502.932395598182
1986,1986-10-21,5491691.271,1278.87620433711
1986,1986-10-22,9414327.892,2192.35920716889
1986,1986-10-22,3055484.653,711.545209410028
1986,1986-10-22,2001057.438,465.995740598866
1986,1986-10-24,39817184.39,9272.41666132507
1986,1986-10-24,158054239.6,36806.8407425657
1986,1986-10-26,1932613.637,450.056907894356
1986,1986-10-27,1743393.372,405.992286934191
1986,1986-10-28,1515844.579,353.001919789911
1986,1986-10-28,14121491.84,3288.53881121909
1986,1986-10-29,10893127.53,2536.73429577
1986,1986-10-30,16155621.96,3762.23634420508
1986,1986-10-30,69902358.58,16278.4939290156
1986,1986-10-31,1292523.287,300.996030862981
1986,1986-11-01,1569054.649,365.393201272441
1986,1986-11-04,3149402.678,733.416345532537
1986,1986-11-04,1798538.644,418.834228088989
1986,1986-11-04,1441749.793,335.747115394544
1986,1986-11-08,2353581.973,548.089801792224
1986,1986-11-08,11328165.04,2638.04354497543
1986,1986-11-09,9414327.892,2192.35920716889
1986,1986-11-09,29812037.1,6942.47053750756
1986,1986-11-10,1412148.693,328.853766780409
1986,1986-11-10,2487526.89,579.282190182261
1986,1986-11-11,1255243.964,292.31461802569
1986,1986-11-11,3650894.792,850.20119369836
1986,1986-11-11,12567248.78,2926.59485495803
1986,1986-11-11,44788180.02,10430.0360010432
1986,1986-11-14,1490602.284,347.123626778644
1986,1986-11-14,22751291.18,5298.20113189802
1986,1986-11-14,23535818.5,5480.8977314863
1986,1986-11-15,1765186.173,411.06727990984
1986,1986-11-15,1961317.697,456.741358547239
1986,1986-11-15,3504798.723,816.179108884902
1986,1986-11-15,1412148.693,328.853766780409
1986,1986-11-15,1882865.333,438.471784286317
1986,1986-11-16,1255243.964,292.31461802569
1986,1986-11-16,26673927.8,6211.68413449693
1986,1986-11-17,1333696.329,310.584192519487
1986,1986-11-17,2353581.973,548.089801792224
1986,1986-11-18,2769685.921,644.989902575024
1986,1986-11-19,23220875.17,5407.555383824
1986,1986-11-19,30919253.47,7200.31326732796
1986,1986-11-20,4707163.946,1096.17960358445
1986,1986-11-20,18828654.56,4384.7181292991
1986,1986-11-20,31381091.75,7307.86373901288
1986,1986-11-24,20083898.52,4677.03274639329
1986,1986-11-26,1259934.098,293.406831784943
1986,1986-11-26,3138109.297,730.786402312007
1986,1986-11-26,3451919.982,803.864985558757
1986,1986-11-26,12709341.92,2959.68475870137
1986,1986-11-26,15677325.27,3650.85312448836
1986,1986-12-02,1255243.964,292.31461802569
1986,1986-12-02,13336964.51,3105.84220930206
1986,1986-12-02,14906019.16,3471.23541080738
1986,1986-12-03,1608427.474,374.562137854132
1986,1986-12-03,1615294.556,376.161307823757
1986,1986-12-03,1375940.665,320.42183149306
1986,1986-12-04,2619108.332,609.924184934366
1986,1986-12-04,10529637.26,2452.08659183481
1986,1986-12-06,3138109.297,730.786402312007
1986,1986-12-06,3138109.297,730.786402312007
1986,1986-12-10,9414327.892,2192.35920716889
1986,1986-12-10,2046592.967,476.59981530305
1986,1986-12-10,1569054.649,365.393201272441
1986,1986-12-11,3368486.651,784.435469877871
1986,1986-12-12,1284938.327,299.229685237167
1986,1986-12-12,1569054.649,365.393201272441
1986,1986-12-12,4865845.575,1133.13254747355
1986,1986-12-12,6276218.595,1461.57280485689
1986,1986-12-12,8237536.292,1918.31416340413
1986,1986-12-12,7531462.559,1753.88742288258
1986,1986-12-13,6119733.549,1425.13138967377
1986,1986-12-13,4269362.915,994.226800130841
1986,1986-12-13,10041949.26,2338.51637319665
1986,1986-12-14,1518424.03,353.602608783769
1986,1986-12-17,1639904.873,381.892429119431
1986,1986-12-19,9414327.892,2192.35920716889
1986,1986-12-19,3568500.85,831.013725465802
1986,1986-12-20,2353581.973,548.089801792224
1986,1986-12-20,2611023.926,608.041530948663
1986,1986-12-20,4378860.724,1019.72607447946
1986,1986-12-22,1601124.757,372.861519494971
1986,1986-12-24,5255623.663,1223.90202032202
1986,1986-12-24,6942920.729,1616.83089430118
1986,1986-12-24,5507695.646,1282.60321908407
1986,1986-12-24,4707163.946,1096.17960358445
1986,1986-12-26,3005390.295,699.879498564983
1986,1986-12-26,4157994.942,968.292011817618
1986,1986-12-26,5491691.271,1278.87620433711
1986,1986-12-27,12552437.19,2923.14560971378
1986,1986-12-28,1736938.61,404.489135879424
1986,1986-12-29,1572040.283,366.088480028845
1986,1986-12-29,3685301.377,858.213618406457
1986,1986-12-29,3922636.622,913.483003064664
1986,1986-12-30,1343605.494,312.891786791997
1986,1986-12-30,1255243.964,292.31461802569
1986,1986-12-30,1263268.241,294.183269485851
1987,1987-01-01,1478946.832,333.426924836779
1987,1987-01-01,1343124.092,302.80583857375
1987,1987-01-01,1235461.104,278.5333372026
1987,1987-01-01,1551295.737,349.737905317961
1987,1987-01-01,28656299.49,6460.53097340315
1987,1987-01-02,1319633.698,297.509955270067
1987,1987-01-02,1544365.322,348.175450934008
1987,1987-01-02,1398078.203,315.195182018295
1987,1987-01-04,3682310.009,830.172712115835
1987,1987-01-06,2244381.009,505.993212062229
1987,1987-01-06,5680928.415,1280.75901759755
1987,1987-01-08,1557678.533,351.17689960504
1987,1987-01-08,3459125.102,779.855922086028
1987,1987-01-10,2121467.459,478.282488383373
1987,1987-01-12,12979960.79,2926.31778037554
1987,1987-01-12,169338295.1,38177.1310304251
1987,1987-01-13,1702574.701,383.843580158755
1987,1987-01-13,3530426.23,795.93068240333
1987,1987-01-13,1678885.948,378.502977038272
1987,1987-01-13,1862177.465,419.825846488104
1987,1987-01-13,1478323.764,333.286454846439
1987,1987-01-13,1566379.58,353.138541011815
1987,1987-01-14,1706053.903,384.627962395253
1987,1987-01-14,1396641.009,314.871168223177
1987,1987-01-14,1328579.348,299.526742152211
1987,1987-01-14,4618317.572,1041.19458024683
1987,1987-01-15,6908694.873,1557.55760538389
1987,1987-01-15,1530208.779,344.983873997854
1987,1987-01-15,1651048.681,372.227096032382
1987,1987-01-15,14832410.12,3343.95042960511
